<<<<<<< HEAD
﻿장애인프로그램,프로그램,반명,대상,시간,요일,프로그램비
장애인프로그램,프로그램,반명,대상,시간,강습,프로그램비
장애인프로그램,수영,"지적,자폐수영 A",성인,09:00~09:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 A",성인,10:00~10:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 A",성인,11:00~11:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 B",성인,09:00~09:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 B",성인,10:00~10:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 B",성인,11:00~11:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 C",성인,09:00~09:50,"월,수,금","80,000원"
장애인프로그램,수영,"지체,뇌병변수영 C",성인,10:00~10:50,"월,수,금","80,000원"
장애인프로그램,수영,"지체,뇌병변수영 C",성인,11:00~11:50,"월,수,금","80,000원"
장애인프로그램,수영,"지체,뇌병변수영 D",성인,09:00~09:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 D",성인,10:00~10:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 D",성인,11:00~11:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 E",어린이청소년,15:00~15:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 E",어린이청소년,16:00~16:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 E",어린이청소년,17:00~17:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 F",어린이청소년성인,15:00~15:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 F",어린이청소년성인,16:00~16:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 F",어린이청소년성인,17:00~17:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 G",어린이장애인,15:00~15:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 G",어린이장애인,16:00~16:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 G",어린이장애인,17:00~17:50,"화,목","60,000원"
통합프로그램,수영,수영강습,성인,09:30~10:20,"화,목","52,000원"
통합프로그램,수영,수영강습,성인,10:30~11:20,"화,목","52,000원"
통합프로그램,아쿠아로빅,아쿠아로빅 A,성인청소년장애인,13:30~14:20,"월,수,금","성인 52,000원청소년 46,000원"
통합프로그램,아쿠아로빅,아쿠아로빅 B,성인청소년장애인,13:30~14:20,"화,목","성인 48,000원청소년 42,000원"
=======
﻿장애인프로그램,프로그램,반명,대상,시간,요일,프로그램비
장애인프로그램,프로그램,반명,대상,시간,강습,프로그램비
장애인프로그램,수영,"지적,자폐수영 A",성인,09:00~09:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 A",성인,10:00~10:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 A",성인,11:00~11:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 B",성인,09:00~09:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 B",성인,10:00~10:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 B",성인,11:00~11:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 C",성인,09:00~09:50,"월,수,금","80,000원"
장애인프로그램,수영,"지체,뇌병변수영 C",성인,10:00~10:50,"월,수,금","80,000원"
장애인프로그램,수영,"지체,뇌병변수영 C",성인,11:00~11:50,"월,수,금","80,000원"
장애인프로그램,수영,"지체,뇌병변수영 D",성인,09:00~09:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 D",성인,10:00~10:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 D",성인,11:00~11:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 E",어린이청소년,15:00~15:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 E",어린이청소년,16:00~16:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 E",어린이청소년,17:00~17:50,"월,수,금","80,000원"
장애인프로그램,수영,"지적,자폐수영 F",어린이청소년성인,15:00~15:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 F",어린이청소년성인,16:00~16:50,"화,목","60,000원"
장애인프로그램,수영,"지적,자폐수영 F",어린이청소년성인,17:00~17:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 G",어린이장애인,15:00~15:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 G",어린이장애인,16:00~16:50,"화,목","60,000원"
장애인프로그램,수영,"지체,뇌병변수영 G",어린이장애인,17:00~17:50,"화,목","60,000원"
통합프로그램,수영,수영강습,성인,09:30~10:20,"화,목","52,000원"
통합프로그램,수영,수영강습,성인,10:30~11:20,"화,목","52,000원"
통합프로그램,아쿠아로빅,아쿠아로빅 A,성인청소년장애인,13:30~14:20,"월,수,금","성인 52,000원청소년 46,000원"
통합프로그램,아쿠아로빅,아쿠아로빅 B,성인청소년장애인,13:30~14:20,"화,목","성인 48,000원청소년 42,000원"
>>>>>>> 6af386fa8150d4516db1e0f8c41cca6c2d41244d
